title,location,type,area,bedrooms,bathrooms,yearBuilt,amenities,price
Premium Condo in Delhi,"Delhi, DL",Condo,2032,3,2,2000,"Garden,Pool,Parking",1365969
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1610,4,3,2024,"WiFi,Security,Garden,Gym,Pool",1420044
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1373,1,4,2021,"Pool,Security,Garden,Gym,WiFi",547043
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4736,1,4,2023,"Garden,Security,WiFi,Parking",3234841
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,882,4,4,1989,"Pool,WiFi,Gym,Garden",504913
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3091,4,2,2012,"Gym,Parking,Garden",1281745
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,1178,5,3,2012,Security,632640
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3996,6,3,1988,"Pool,Gym",2118804
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2640,3,2,1990,"WiFi,Pool,Security",4090485
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,748,3,2,1989,"Pool,Garden,Gym,WiFi",455195
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2661,6,2,1988,Gym,1926377
Premium Condo in Delhi,"Delhi, DL",Condo,3015,5,2,2016,WiFi,2238541
Premium Condo in Pune,"Pune, MH",Condo,3909,2,1,1987,"Garden,Security",1243761
Premium Apartment in Delhi,"Delhi, DL",Apartment,803,5,2,2009,"Pool,WiFi,Security,Garden",980613
Premium Villa in Chennai,"Chennai, TN",Villa,3277,3,2,2022,"WiFi,Pool,Gym,Parking,Garden",1884612
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,2352,3,2,2003,Garden,1832765
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3441,2,2,1982,"Parking,Garden",4862823
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4049,4,4,2007,"Security,Pool,Gym,Garden,WiFi",1589980
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3076,6,2,2003,WiFi,2692169
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,1572,5,4,2015,"Gym,Parking",1270084
Premium Villa in Delhi,"Delhi, DL",Villa,3813,4,1,1997,"Gym,WiFi",3474583
Premium Villa in Pune,"Pune, MH",Villa,2154,3,4,2008,"WiFi,Parking,Security",1198724
Premium Villa in Pune,"Pune, MH",Villa,3834,6,2,1995,"Gym,Garden,Security",2313287
Premium Villa in Chennai,"Chennai, TN",Villa,2778,6,3,2006,WiFi,1675130
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3164,6,4,1987,"Parking,Pool,Garden,WiFi",2572277
Premium Condo in Mumbai,"Mumbai, MH",Condo,2574,3,3,2021,"Parking,WiFi,Gym,Garden,Security",2047631
Premium Condo in Chennai,"Chennai, TN",Condo,4044,5,4,2021,"Gym,Security",1432192
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,966,6,2,2012,"Pool,Security,Garden",1174680
Premium Apartment in Pune,"Pune, MH",Apartment,1728,1,1,1984,Garden,594272
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1846,3,1,1989,"Garden,WiFi,Gym,Security",1507686
Premium Condo in Mumbai,"Mumbai, MH",Condo,1046,5,2,2019,"WiFi,Gym,Garden",1219077
Premium Condo in Mumbai,"Mumbai, MH",Condo,3456,2,2,2014,"WiFi,Pool",2286989
Premium Condo in Delhi,"Delhi, DL",Condo,1447,6,4,2016,Pool,1377193
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2922,2,3,1984,"Pool,Parking,WiFi,Garden",1139271
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4905,5,1,2019,Pool,2485060
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4187,4,4,2020,"Pool,WiFi,Garden",3158205
Premium Condo in Kolkata,"Kolkata, WB",Condo,3304,3,4,2007,"Gym,Parking,WiFi,Pool,Garden",1298683
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2304,2,2,2023,"Garden,WiFi,Parking",872095
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2789,2,3,1998,Garden,3684511
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2484,6,4,1982,"Parking,Security,Pool,Garden",3969807
Premium Apartment in Pune,"Pune, MH",Apartment,1110,1,3,2019,WiFi,455628
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4316,3,4,2021,"Gym,Parking,Pool,Security,WiFi",2423146
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3686,5,2,1994,Gym,3037974
Premium Apartment in Delhi,"Delhi, DL",Apartment,1479,4,2,1983,"Pool,Garden,Gym,WiFi",1154129
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,529,2,3,2017,"Parking,Garden,Security,Gym",303117
Premium Villa in Bangalore,"Bangalore, KA",Villa,4871,6,4,1982,Gym,4531002
Premium Condo in Kolkata,"Kolkata, WB",Condo,569,6,2,2019,"Pool,WiFi,Security,Parking,Gym",517418
Premium Condo in Bangalore,"Bangalore, KA",Condo,4815,2,4,1981,"Parking,Pool,Security",2438545
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4504,5,2,2005,"Pool,Garden",1497203
Premium Penthouse in Pune,"Pune, MH",Penthouse,3261,4,2,1998,"Security,Garden,Parking,Gym,WiFi",2546318
Premium Condo in Kolkata,"Kolkata, WB",Condo,4484,6,3,2004,"Pool,Gym",1772684
Premium Condo in Kolkata,"Kolkata, WB",Condo,3916,6,1,1993,"Garden,Parking",1632112
Premium Condo in Bangalore,"Bangalore, KA",Condo,3730,6,4,1997,"Security,Gym,Garden,Parking,Pool",2192967
Premium Condo in Chennai,"Chennai, TN",Condo,4129,2,1,2011,Parking,1452391
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2632,5,2,2012,Parking,1892083
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4742,1,2,1981,"Gym,Parking",1560343
Premium Condo in Chennai,"Chennai, TN",Condo,3398,4,4,2005,"Parking,Gym,Security",1417715
Premium Penthouse in Pune,"Pune, MH",Penthouse,684,5,1,2014,"Parking,WiFi",914229
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3837,1,1,2024,"Garden,Gym,Parking,Pool",1297042
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1151,2,2,2015,"Parking,Security,WiFi,Gym",1499804
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4758,1,4,1994,"Garden,Parking,WiFi,Security,Gym",3138734
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3830,4,2,2017,"Pool,Garden",5273096
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,1230,6,1,2003,"Garden,Gym,Parking,Security,WiFi",2314023
Premium Apartment in Chennai,"Chennai, TN",Apartment,4471,2,2,1984,"Gym,Security",1427614
Premium Villa in Pune,"Pune, MH",Villa,3590,5,2,1990,"Parking,Security,Garden",1915130
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1743,2,4,2004,"Pool,Gym,Parking,WiFi,Security",2054428
Premium Villa in Delhi,"Delhi, DL",Villa,3030,2,4,1988,"WiFi,Gym",3181272
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4994,2,2,2008,"Security,Garden,WiFi",3116092
Premium Villa in Pune,"Pune, MH",Villa,738,2,2,1991,"Pool,Parking,WiFi,Security,Garden",595974
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3783,3,2,2016,"Garden,Security,WiFi,Pool",1975075
Premium Villa in Delhi,"Delhi, DL",Villa,2190,2,2,1982,"Gym,Security",2319236
Premium Apartment in Chennai,"Chennai, TN",Apartment,1895,1,2,2011,"Parking,Pool,Gym,Garden,Security",625268
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,698,5,2,1980,"Parking,Security",1588772
Premium Villa in Pune,"Pune, MH",Villa,4165,1,4,2024,"Garden,Parking,Pool,Gym,WiFi",2061752
Premium Apartment in Chennai,"Chennai, TN",Apartment,4334,2,2,1991,"Pool,Security",1581736
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2277,4,2,2024,Pool,920931
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,583,2,4,2016,Garden,341066
Premium Penthouse in Pune,"Pune, MH",Penthouse,3373,4,3,1982,"Gym,Security,WiFi,Garden",2550770
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1941,5,4,2021,"Garden,Security,Parking,Pool,WiFi",2613154
Premium Villa in Chennai,"Chennai, TN",Villa,3494,5,3,2022,"Pool,Parking,Security,Gym",1959620
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4947,3,4,2022,"Security,WiFi,Garden,Parking,Pool",1864047
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3555,5,1,2015,WiFi,1958868
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4060,6,2,2005,"Parking,WiFi",2205224
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3202,1,2,2019,"Security,Parking,Pool,Gym",1543721
Premium Penthouse in Pune,"Pune, MH",Penthouse,2240,4,1,1986,"Garden,Pool,Parking",1637677
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1914,5,2,1981,WiFi,1889505
Premium Condo in Bangalore,"Bangalore, KA",Condo,4895,2,4,2023,"Pool,Garden,Security,WiFi,Gym",2274799
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,1048,4,2,2008,"Gym,WiFi,Parking,Garden,Security",566564
Premium Condo in Pune,"Pune, MH",Condo,2872,1,4,1983,WiFi,1023142
Premium Condo in Kolkata,"Kolkata, WB",Condo,1715,3,3,2000,"Parking,Pool",759108
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4546,4,1,1989,"Security,WiFi,Gym,Parking",3088971
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2679,1,1,2017,"Garden,WiFi",1881805
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4790,5,4,1981,"Gym,Garden,WiFi,Parking",1705734
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4297,3,1,2024,Parking,2532422
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,918,4,3,2008,"Pool,Gym,WiFi,Security",1042132
Premium Villa in Delhi,"Delhi, DL",Villa,3505,4,3,1986,"Parking,Gym,WiFi,Garden",3860334
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2503,5,2,1995,"Parking,Garden,Pool,Security,Gym",1887992
Premium Apartment in Chennai,"Chennai, TN",Apartment,4105,3,4,2013,Parking,1413331
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4199,4,4,1993,"Gym,Security,Garden",1533307
Premium Villa in Pune,"Pune, MH",Villa,4919,3,4,2000,"Security,Garden,Parking",2480011
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2216,6,4,2018,"Pool,Security",1113903
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2570,2,4,1998,"Pool,Gym",995223
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,1852,5,4,2005,"Garden,WiFi,Parking,Gym,Security",1288107
Premium Townhouse in Pune,"Pune, MH",Townhouse,1011,2,2,1995,"Security,Parking,Garden,Gym,Pool",445715
Premium Condo in Chennai,"Chennai, TN",Condo,1684,1,1,1992,"Parking,Garden,Pool,WiFi,Security",561768
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4358,6,1,2024,"Security,Parking,WiFi,Garden,Gym",6770520
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2101,4,3,1981,"Parking,Gym",1680993
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4090,5,4,1980,"Security,Pool",6435221
Premium Penthouse in Pune,"Pune, MH",Penthouse,1064,6,3,1997,"Pool,WiFi,Gym,Garden",1226647
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3112,2,2,2017,"Security,Pool",2115560
Premium Condo in Mumbai,"Mumbai, MH",Condo,2094,4,4,1991,"Garden,Parking",1644366
Premium Villa in Mumbai,"Mumbai, MH",Villa,4689,6,2,1987,Gym,4929348
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3073,4,1,1992,"Gym,Parking,Pool,Security",1592472
Premium Apartment in Delhi,"Delhi, DL",Apartment,3500,2,4,1984,"Garden,WiFi",2081657
Premium Condo in Bangalore,"Bangalore, KA",Condo,512,4,4,2004,"Garden,Gym,Parking,Pool,Security",695457
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,592,4,3,2008,"Gym,Parking,Garden",457054
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2880,6,3,2002,"Parking,Pool",5059570
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2021,6,2,1982,"WiFi,Parking,Security,Pool",3265575
Premium Condo in Pune,"Pune, MH",Condo,2440,1,1,2018,"Security,WiFi,Parking,Pool,Garden",811092
Premium Townhouse in Pune,"Pune, MH",Townhouse,3318,5,4,1990,"Garden,Parking,WiFi",1257796
Premium Villa in Delhi,"Delhi, DL",Villa,4969,1,2,2024,"Garden,Pool,WiFi,Gym,Security",4122146
Premium Condo in Delhi,"Delhi, DL",Condo,3532,6,2,1997,"Pool,Gym",2457432
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,1471,3,3,2010,"Garden,Pool,Parking,Security",915663
Premium Condo in Pune,"Pune, MH",Condo,1997,1,2,1982,"Gym,Parking",710067
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1242,4,2,1980,"Security,Garden",981479
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2195,4,3,1988,Garden,3580734
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1144,2,2,1982,"Pool,Security",929055
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1921,2,4,1989,"Garden,Gym,Parking,Pool",2092180
Premium Villa in Kolkata,"Kolkata, WB",Villa,1658,2,2,1981,"Pool,Parking",986206
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1205,2,3,2020,"Parking,WiFi,Security,Garden",504706
Premium Villa in Delhi,"Delhi, DL",Villa,1339,4,1,1983,Garden,1816893
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3295,1,3,2021,"Security,Garden,Gym,Pool",2254587
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,1445,4,2,2015,"Parking,Pool,Security,Gym",1280620
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2735,4,2,2002,"Parking,WiFi,Pool,Garden,Security",1160447
Premium Condo in Pune,"Pune, MH",Condo,650,3,4,2002,"Pool,Gym",451893
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2926,4,4,2000,"WiFi,Security,Pool",1073437
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,2392,5,4,1996,Parking,1013930
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,1884,5,3,1997,"Garden,WiFi,Pool,Gym,Parking",921871
Premium Villa in Kolkata,"Kolkata, WB",Villa,780,2,3,2024,"Pool,Parking,Garden,Security",551247
Premium Villa in Mumbai,"Mumbai, MH",Villa,3404,2,2,1992,"Security,Parking,WiFi,Pool",3310656
Premium Villa in Chennai,"Chennai, TN",Villa,2125,1,2,1998,"Pool,Security",1109740
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1226,6,3,1984,"WiFi,Security,Gym",721686
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3415,4,2,1992,"WiFi,Garden,Gym,Parking,Pool",1146633
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,2066,2,1,2014,"Parking,Garden,Pool,Gym,Security",676456
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4820,6,1,1995,"Parking,Gym,Garden,Security",1641720
Premium Condo in Chennai,"Chennai, TN",Condo,979,4,1,2000,"Pool,Security,Garden,Parking,Gym",489826
Premium Townhouse in Pune,"Pune, MH",Townhouse,1752,2,4,1992,"Gym,Parking",680813
Premium Condo in Mumbai,"Mumbai, MH",Condo,2392,3,3,1999,"Garden,Security,Pool,Gym,Parking",2008139
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3141,5,4,1983,Security,1289164
Premium Penthouse in Pune,"Pune, MH",Penthouse,2607,5,1,2008,"Garden,Security,Pool",2144325
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2960,2,2,2003,"Pool,Security,WiFi,Parking,Garden",1067398
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4812,4,3,1997,"Security,Parking,Garden,Pool",1764713
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4267,3,3,2016,"Gym,Pool,Parking,WiFi",2186975
Premium Condo in Mumbai,"Mumbai, MH",Condo,3276,2,4,2019,Garden,2114795
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,588,3,2,1984,"Garden,Parking",332158
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,1284,3,1,1993,"Security,Gym,Parking,Garden,WiFi",1148377
Premium Villa in Delhi,"Delhi, DL",Villa,3363,4,4,2019,"Security,Parking,Garden,WiFi,Pool",3705828
Premium Apartment in Chennai,"Chennai, TN",Apartment,4704,6,1,2000,WiFi,1779801
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,4174,5,4,1997,"Gym,Pool,WiFi",4693239
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3770,6,4,2002,Gym,4941418
Premium Villa in Mumbai,"Mumbai, MH",Villa,4748,1,3,1982,Security,4999023
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3453,1,1,2016,"Security,Garden,Gym,Parking",1117791
Premium Apartment in Chennai,"Chennai, TN",Apartment,3627,2,4,2009,"Parking,Garden,WiFi,Gym,Security",1223581
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,2174,6,3,2015,"Pool,Garden,WiFi",2004485
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4330,5,3,1996,"WiFi,Garden",1658257
Premium Townhouse in Pune,"Pune, MH",Townhouse,586,2,1,2015,"Garden,WiFi,Pool,Security",323971
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,711,3,2,1989,"Parking,Security,Gym,Pool,WiFi",1143949
Premium Villa in Chennai,"Chennai, TN",Villa,1354,4,3,2009,"Gym,Garden,Parking,Security,Pool",1042411
Premium Villa in Pune,"Pune, MH",Villa,4311,4,4,1998,"Garden,Pool,WiFi",2538482
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,1791,5,2,1983,Security,762156
Premium Townhouse in Pune,"Pune, MH",Townhouse,1018,5,1,2005,"Security,Gym",598890
Premium Villa in Pune,"Pune, MH",Villa,3086,4,3,2017,"WiFi,Gym",1822286
Premium Villa in Pune,"Pune, MH",Villa,4137,2,2,2024,"Security,WiFi,Gym,Garden",2207796
Premium Villa in Chennai,"Chennai, TN",Villa,631,3,2,2024,WiFi,521552
Premium Apartment in Delhi,"Delhi, DL",Apartment,4435,4,2,2012,Gym,2902313
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3404,1,3,2010,Pool,1065208
Premium Condo in Pune,"Pune, MH",Condo,2409,6,1,2020,"Gym,Pool,WiFi,Security,Parking",975997
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4360,1,1,2021,"Gym,Parking",1340881
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3344,4,4,1983,"WiFi,Parking,Gym,Security,Pool",1191008
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4955,6,4,2001,Security,4007258
Premium Villa in Pune,"Pune, MH",Villa,1086,5,4,1996,"Security,Gym,WiFi,Garden,Pool",917723
Premium Apartment in Delhi,"Delhi, DL",Apartment,1410,2,3,1999,WiFi,971506
Premium Apartment in Chennai,"Chennai, TN",Apartment,1202,4,3,1995,Garden,610630
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3098,1,3,1997,"Security,Pool,Parking,WiFi",1975354
Premium Villa in Kolkata,"Kolkata, WB",Villa,1911,2,2,2003,"WiFi,Security,Pool,Gym,Garden",1014756
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3049,2,1,2019,"Pool,Security,Gym,Garden,Parking",2047391
Premium Villa in Pune,"Pune, MH",Villa,4946,4,3,2014,"Security,Garden",2760628
Premium Apartment in Chennai,"Chennai, TN",Apartment,1729,3,2,1994,"Parking,Pool,Gym,Security",671416
Premium Villa in Pune,"Pune, MH",Villa,1216,1,2,1992,"Gym,Garden,WiFi",670881
Premium Condo in Kolkata,"Kolkata, WB",Condo,3417,5,3,1996,"Parking,WiFi",1391320
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4957,4,2,2017,"Gym,Parking,WiFi,Garden,Security",3121986
Premium Apartment in Delhi,"Delhi, DL",Apartment,1690,5,3,2021,"WiFi,Gym",1561966
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,540,6,1,1985,"Garden,Parking",924240
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1753,4,1,1983,"WiFi,Gym,Security,Garden",726584
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3877,5,4,1994,"Pool,Security",1453042
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,3303,1,4,2020,Garden,1615521
Premium Villa in Pune,"Pune, MH",Villa,1908,4,3,2013,Security,1171933
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,1147,6,1,1982,"Pool,Security,Garden,Gym,WiFi",1438826
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,1084,6,1,1981,"Pool,Garden",2535871
Premium Condo in Delhi,"Delhi, DL",Condo,1952,5,3,1991,"Garden,WiFi",1540479
Premium Villa in Pune,"Pune, MH",Villa,1148,3,1,2022,"Gym,Garden,Security,WiFi",717177
Premium Condo in Delhi,"Delhi, DL",Condo,2588,3,1,2003,"WiFi,Parking,Pool,Gym",1658587
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,949,1,4,2007,"Parking,Pool,Garden,Security,Gym",1381111
Premium Condo in Bangalore,"Bangalore, KA",Condo,2505,4,2,2000,Garden,1613207
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,1016,6,2,1999,"Security,Pool,Gym,WiFi,Parking",1412849
Premium Villa in Mumbai,"Mumbai, MH",Villa,3809,2,4,1988,"Security,Garden,Pool,WiFi",3701853
Premium Townhouse in Pune,"Pune, MH",Townhouse,1109,4,2,2018,"WiFi,Garden,Pool,Security,Parking",580491
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,972,6,4,1993,"Security,Pool",610641
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,2211,2,4,1996,"Pool,WiFi,Security,Garden,Gym",1773334
Premium Villa in Delhi,"Delhi, DL",Villa,2295,6,2,1984,"Garden,Parking,Gym",2802955
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1206,6,4,2013,"WiFi,Gym,Pool",1045381
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,755,1,2,2006,Parking,576356
Premium Villa in Kolkata,"Kolkata, WB",Villa,530,1,1,2010,"WiFi,Security",315130
Premium Condo in Bangalore,"Bangalore, KA",Condo,2482,4,2,1987,"Pool,WiFi,Security,Gym",1550701
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1755,6,3,2008,"Garden,Pool,Gym",802721
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3621,3,3,2020,"Parking,WiFi",1374366
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2721,2,3,2016,Garden,3944541
Premium Condo in Chennai,"Chennai, TN",Condo,1733,5,3,1983,"Parking,Security,Gym,WiFi",890614
Premium Condo in Delhi,"Delhi, DL",Condo,1989,5,1,2000,"Parking,Security,Gym",1493032
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,4634,5,3,2004,Pool,4690870
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1024,2,4,2013,"Garden,Gym",896249
Premium Condo in Mumbai,"Mumbai, MH",Condo,3651,6,3,1991,"WiFi,Gym,Parking",3096379
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,583,2,3,1990,"Pool,Parking,Gym,WiFi",654188
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2831,6,2,2008,"Security,Garden,Parking,Pool,WiFi",1302452
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,4929,1,4,2021,"Pool,Parking,Gym",1629597
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,3467,2,1,2023,"Pool,Security,Gym,Parking,WiFi",2462395
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4995,3,3,2009,"Garden,Security,Pool",3512966
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2153,2,1,1984,"Security,Garden",2811760
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3703,3,3,1987,"WiFi,Pool",2377888
Premium Condo in Mumbai,"Mumbai, MH",Condo,1661,6,1,1997,"Gym,WiFi,Security",1785963
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4306,4,4,1998,Gym,3060113
Premium Apartment in Delhi,"Delhi, DL",Apartment,3933,5,3,1996,Security,2835932
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3717,5,2,2009,"Security,WiFi,Parking,Gym",1912740
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2305,5,3,2006,"WiFi,Gym,Garden,Pool",952980
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,2922,5,4,2013,"Parking,Security,Pool,Gym",2295529
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,527,5,1,2007,"Security,WiFi",921427
Premium Villa in Mumbai,"Mumbai, MH",Villa,3856,1,1,2007,"Garden,WiFi,Pool,Gym",3790205
Premium Apartment in Delhi,"Delhi, DL",Apartment,1912,6,4,1997,"Pool,Parking,Garden,Security",1609529
